20220601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1.1,4.2,0,0,4.6,1.6,0,0.4,0,0,0,0,3.9,0,0,0,6.3,1.8,4.8,1.1,0,0,0,0,2.3,0,3.2,0.2,0,2.8,0,0,0,2.8,0,0,0.5,4.3,0,0,4,0,0,0,4.8,4.6,0,0,0,0,2.4,1.6,0.3,0,1.1,0.4,0,1,1.4,6.7,1.8,0,0.6,0.1,0.1,2.3,0,0,0.4,0,0,0,1,0.8,1.9,0,2.7,3.5,2.4,5.3,3,0,2.6,0.6,1.7,0,0,5.7,0,0,0,1.2,0,0,0,0,2.1,1.5,0,0.8,0,0,1.1,1,0,0.4,0.3,0,0,0,0,1.1,1,0,0.7,0.9,0,0.2,0,0,1.5,3.5,0,0,0,0.6,0,0,0,0,0,0,0.2,0.4,0,3.2,0.2,0,0,0.4,0,0,0.8,0,0,0.4,0.4,0,1.4,0.8,0,0,0,0.5,0.4,2.8,0,0
7.9,18.3,2.3,19.5,0,5.1,4.6,2.5,9.2,13.7,16.7,0,5,2.3,15.6,22.3,2.6,0,2.5,0,13.6,12.4,6.3,9.8,0,0,13.2,0,15.1,20.8,0,0,0,4.8,0,9.2,9.9,11.3,2.8,0,7.4,0,14.2,12,6,0,0,16,16.6,7.7,0,0,13.6,0,9.7,2.4,24.7,13.7,0,0,5.1,0,20.6,12.2,6.1,19.8,12.1,0,11.9,17.1,11.8,0,11.8,19.1,38.9,4.3,3.7,0,0,1,0,0,13.9,4.9,16.7,0,12.3,0,0,15.3,13.3,4.8,0,8.2,20.1,0,5,0,0,3.3,1.6,0,0,3.4,18.1,7.6,12.8,7,0,11,0,8.1,1.8,5.1,3.2,3.7,0,16,3.5,5.4,2.5,0,0,0,10.6,1.2,6.3,10.9,0,3.7,11.2,13.5,14.6,6.8,0,9.8,16.1,0,16,2.6,0,14.2,0,18.9,2.8,0,0,6.3,0,0,0,0,0,6.6,0,3.1,0,2,13.7
0,0,3,0,0,4.2,0,0,0,9,0,0,0,0,0.4,0,0,6.4,0,0,9.3,0,0,0,0,5,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,19.9,0,0,0,0,0,0,13.1,0,0,0,0,0,0,0,0,42.5,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.1,0,0,0,2.5,8.2,0,0,0,0,0,0,1.2,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,264,299,0,0,0,0,0,0,0,0
0,54,0,72,0,0,24.3,29,20.1,22.6,0,0,28.1,3.17,14.2,16.2,34.4,97,0,22.5,0,18.5,0,0,0,8.5,17.6,34.2,17.3,9.4,41.1,0,0,38.6,53.9,20.3,20.5,24.1,15.8,0,24.9,32.8,17.1,6.2,19.8,29.1,41.6,17.4,9.8,24.9,0,28.5,3.9,4.8,24.9,25.9,0,19.2,76.2,0,27.6,29.3,5.5,11.9,24.4,57.3,0,0,0,21.1,21.9,0,4.6,4,11.9,3.9,69.4,208,0,0,0,212.5,6.8,17.4,14.4,31.9,24.3,0,17.5,10.5,14.3,19.6,29.1,16.1,22.3,0,16.6,32.8,32.9,32.3,30,0,0,21.2,4.2,17.7,15.1,23.4,0,0,0,15.6,32.4,19,15.5,33.7,0,18.1,29.2,22.6,26.3,25.5,0,0,40.3,0,0,34.1,0,0,0,0,3.1,37.6,0,0,31.5,0,13.7,41.6,0,8.3,0,27.8,0,0,0,42.1,0,18.1,22.8,0,0,39.8,0,219,12.4,223,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*battery low,,,,,,,,,,,,71022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
